Ref_Date,GEO,LEVEL,SOURCE,STATS,Value
2005,Newfoundland and Labrador,Master's,Graduates who owed money for their education to government student loan programs,"Percentage of graduates with large debt at graduation ($25,000 and over)",46
2010,Newfoundland and Labrador,Master's,Graduates who owed money for their education to government student loan programs,"Percentage of graduates with large debt at graduation ($25,000 and over)",61
2000,Newfoundland and Labrador,Master's,Graduates who owed money for their education to government student loan programs,Average debt owed to the source at time of graduation (dollars),20300
2005,Newfoundland and Labrador,Master's,Graduates who owed money for their education to government student loan programs,Average debt owed to the source at time of graduation (dollars),23500
2010,Newfoundland and Labrador,Master's,Graduates who owed money for their education to government student loan programs,Average debt owed to the source at time of graduation (dollars),26700
2000,Newfoundland and Labrador,Master's,Graduates who owed money for their education to government student loan programs,Percentage of graduates with debt who had paid it off  at time of interview,20
2005,Newfoundland and Labrador,Master's,Graduates who owed money for their education to government student loan programs,Percentage of graduates with debt who had paid it off  at time of interview,31
2010,Newfoundland and Labrador,Master's,Graduates who owed money for their education to government student loan programs,Percentage of graduates with debt who had paid it off  at time of interview,27
2000,Newfoundland and Labrador,Master's,Graduates who owed money for their education to government student loan programs,Average debt remaining at time of interview for those who still owed (dollars),19200
2005,Newfoundland and Labrador,Master's,Graduates who owed money for their education to government student loan programs,Average debt remaining at time of interview for those who still owed (dollars),18400
2010,Newfoundland and Labrador,Master's,Graduates who owed money for their education to government student loan programs,Average debt remaining at time of interview for those who still owed (dollars),14800
2000,Newfoundland and Labrador,Master's,Graduates who owed money for their education to non-government sources,Percentage of graduates who owed debt to the source,16
2005,Newfoundland and Labrador,Master's,Graduates who owed money for their education to non-government sources,Percentage of graduates who owed debt to the source,26
2010,Newfoundland and Labrador,Master's,Graduates who owed money for their education to non-government sources,Percentage of graduates who owed debt to the source,25
2000,Newfoundland and Labrador,Master's,Graduates who owed money for their education to non-government sources,"Percentage of graduates with large debt at graduation ($25,000 and over)",x
2005,Newfoundland and Labrador,Master's,Graduates who owed money for their education to non-government sources,"Percentage of graduates with large debt at graduation ($25,000 and over)",17
2010,Newfoundland and Labrador,Master's,Graduates who owed money for their education to non-government sources,"Percentage of graduates with large debt at graduation ($25,000 and over)",F
2000,Newfoundland and Labrador,Master's,Graduates who owed money for their education to non-government sources,Average debt owed to the source at time of graduation (dollars),9400
2005,Newfoundland and Labrador,Master's,Graduates who owed money for their education to non-government sources,Average debt owed to the source at time of graduation (dollars),12200
2010,Newfoundland and Labrador,Master's,Graduates who owed money for their education to non-government sources,Average debt owed to the source at time of graduation (dollars),13200
2000,Newfoundland and Labrador,Master's,Graduates who owed money for their education to non-government sources,Percentage of graduates with debt who had paid it off  at time of interview,34
2005,Newfoundland and Labrador,Master's,Graduates who owed money for their education to non-government sources,Percentage of graduates with debt who had paid it off  at time of interview,39
2010,Newfoundland and Labrador,Master's,Graduates who owed money for their education to non-government sources,Percentage of graduates with debt who had paid it off  at time of interview,54
2000,Newfoundland and Labrador,Master's,Graduates who owed money for their education to non-government sources,Average debt remaining at time of interview for those who still owed (dollars),7000
2005,Newfoundland and Labrador,Master's,Graduates who owed money for their education to non-government sources,Average debt remaining at time of interview for those who still owed (dollars),17800
2010,Newfoundland and Labrador,Master's,Graduates who owed money for their education to non-government sources,Average debt remaining at time of interview for those who still owed (dollars),12500
2000,Newfoundland and Labrador,Doctorate,Graduates who owed money for their education to any source (government or non-government),Percentage of graduates who owed debt to the source,x
2005,Newfoundland and Labrador,Doctorate,Graduates who owed money for their education to any source (government or non-government),Percentage of graduates who owed debt to the source,47
2010,Newfoundland and Labrador,Doctorate,Graduates who owed money for their education to any source (government or non-government),Percentage of graduates who owed debt to the source,27
2000,Newfoundland and Labrador,Doctorate,Graduates who owed money for their education to any source (government or non-government),"Percentage of graduates with large debt at graduation ($25,000 and over)",x
2005,Newfoundland and Labrador,Doctorate,Graduates who owed money for their education to any source (government or non-government),"Percentage of graduates with large debt at graduation ($25,000 and over)",..
2010,Newfoundland and Labrador,Doctorate,Graduates who owed money for their education to any source (government or non-government),"Percentage of graduates with large debt at graduation ($25,000 and over)",x
2000,Newfoundland and Labrador,Doctorate,Graduates who owed money for their education to any source (government or non-government),Average debt owed to the source at time of graduation (dollars),x
2005,Newfoundland and Labrador,Doctorate,Graduates who owed money for their education to any source (government or non-government),Average debt owed to the source at time of graduation (dollars),14900
2010,Newfoundland and Labrador,Doctorate,Graduates who owed money for their education to any source (government or non-government),Average debt owed to the source at time of graduation (dollars),45800
2000,Newfoundland and Labrador,Doctorate,Graduates who owed money for their education to any source (government or non-government),Percentage of graduates with debt who had paid it off  at time of interview,..
2005,Newfoundland and Labrador,Doctorate,Graduates who owed money for their education to any source (government or non-government),Percentage of graduates with debt who had paid it off  at time of interview,x
2010,Newfoundland and Labrador,Doctorate,Graduates who owed money for their education to any source (government or non-government),Percentage of graduates with debt who had paid it off  at time of interview,x
2000,Newfoundland and Labrador,Doctorate,Graduates who owed money for their education to any source (government or non-government),Average debt remaining at time of interview for those who still owed (dollars),x
2005,Newfoundland and Labrador,Doctorate,Graduates who owed money for their education to any source (government or non-government),Average debt remaining at time of interview for those who still owed (dollars),10300
2010,Newfoundland and Labrador,Doctorate,Graduates who owed money for their education to any source (government or non-government),Average debt remaining at time of interview for those who still owed (dollars),..
2000,Newfoundland and Labrador,Doctorate,Graduates who owed money for their education to government student loan programs,Percentage of graduates who owed debt to the source,x
2005,Newfoundland and Labrador,Doctorate,Graduates who owed money for their education to government student loan programs,Percentage of graduates who owed debt to the source,33
2010,Newfoundland and Labrador,Doctorate,Graduates who owed money for their education to government student loan programs,Percentage of graduates who owed debt to the source,x
2000,Newfoundland and Labrador,Doctorate,Graduates who owed money for their education to government student loan programs,"Percentage of graduates with large debt at graduation ($25,000 and over)",x
2005,Newfoundland and Labrador,Doctorate,Graduates who owed money for their education to government student loan programs,"Percentage of graduates with large debt at graduation ($25,000 and over)",..
2010,Newfoundland and Labrador,Doctorate,Graduates who owed money for their education to government student loan programs,"Percentage of graduates with large debt at graduation ($25,000 and over)",x
2000,Newfoundland and Labrador,Doctorate,Graduates who owed money for their education to government student loan programs,Average debt owed to the source at time of graduation (dollars),x
2005,Newfoundland and Labrador,Doctorate,Graduates who owed money for their education to government student loan programs,Average debt owed to the source at time of graduation (dollars),14800
2010,Newfoundland and Labrador,Doctorate,Graduates who owed money for their education to government student loan programs,Average debt owed to the source at time of graduation (dollars),x
2000,Newfoundland and Labrador,Doctorate,Graduates who owed money for their education to government student loan programs,Percentage of graduates with debt who had paid it off  at time of interview,..
2005,Newfoundland and Labrador,Doctorate,Graduates who owed money for their education to government student loan programs,Percentage of graduates with debt who had paid it off  at time of interview,x
2010,Newfoundland and Labrador,Doctorate,Graduates who owed money for their education to government student loan programs,Percentage of graduates with debt who had paid it off  at time of interview,x
2000,Newfoundland and Labrador,Doctorate,Graduates who owed money for their education to government student loan programs,Average debt remaining at time of interview for those who still owed (dollars),x
2005,Newfoundland and Labrador,Doctorate,Graduates who owed money for their education to government student loan programs,Average debt remaining at time of interview for those who still owed (dollars),x
2010,Newfoundland and Labrador,Doctorate,Graduates who owed money for their education to government student loan programs,Average debt remaining at time of interview for those who still owed (dollars),..
2000,Newfoundland and Labrador,Doctorate,Graduates who owed money for their education to non-government sources,Percentage of graduates who owed debt to the source,x
2005,Newfoundland and Labrador,Doctorate,Graduates who owed money for their education to non-government sources,Percentage of graduates who owed debt to the source,x
2010,Newfoundland and Labrador,Doctorate,Graduates who owed money for their education to non-government sources,Percentage of graduates who owed debt to the source,x
2000,Newfoundland and Labrador,Doctorate,Graduates who owed money for their education to non-government sources,"Percentage of graduates with large debt at graduation ($25,000 and over)",..
2005,Newfoundland and Labrador,Doctorate,Graduates who owed money for their education to non-government sources,"Percentage of graduates with large debt at graduation ($25,000 and over)",..
2010,Newfoundland and Labrador,Doctorate,Graduates who owed money for their education to non-government sources,"Percentage of graduates with large debt at graduation ($25,000 and over)",x
2000,Newfoundland and Labrador,Doctorate,Graduates who owed money for their education to non-government sources,Average debt owed to the source at time of graduation (dollars),x
2005,Newfoundland and Labrador,Doctorate,Graduates who owed money for their education to non-government sources,Average debt owed to the source at time of graduation (dollars),x
2010,Newfoundland and Labrador,Doctorate,Graduates who owed money for their education to non-government sources,Average debt owed to the source at time of graduation (dollars),x
2000,Newfoundland and Labrador,Doctorate,Graduates who owed money for their education to non-government sources,Percentage of graduates with debt who had paid it off  at time of interview,x
2005,Newfoundland and Labrador,Doctorate,Graduates who owed money for their education to non-government sources,Percentage of graduates with debt who had paid it off  at time of interview,..
2010,Newfoundland and Labrador,Doctorate,Graduates who owed money for their education to non-government sources,Percentage of graduates with debt who had paid it off  at time of interview,x
2000,Newfoundland and Labrador,Doctorate,Graduates who owed money for their education to non-government sources,Average debt remaining at time of interview for those who still owed (dollars),..
2005,Newfoundland and Labrador,Doctorate,Graduates who owed money for their education to non-government sources,Average debt remaining at time of interview for those who still owed (dollars),x
2010,Newfoundland and Labrador,Doctorate,Graduates who owed money for their education to non-government sources,Average debt remaining at time of interview for those who still owed (dollars),..
2000,Prince Edward Island,College,Graduates who owed money for their education to any source (government or non-government),Percentage of graduates who owed debt to the source,68
2005,Prince Edward Island,College,Graduates who owed money for their education to any source (government or non-government),Percentage of graduates who owed debt to the source,68
2010,Prince Edward Island,College,Graduates who owed money for their education to any source (government or non-government),Percentage of graduates who owed debt to the source,61
2000,Prince Edward Island,College,Graduates who owed money for their education to any source (government or non-government),"Percentage of graduates with large debt at graduation ($25,000 and over)",14
2005,Prince Edward Island,College,Graduates who owed money for their education to any source (government or non-government),"Percentage of graduates with large debt at graduation ($25,000 and over)",19
2010,Prince Edward Island,College,Graduates who owed money for their education to any source (government or non-government),"Percentage of graduates with large debt at graduation ($25,000 and over)",22
2000,Prince Edward Island,College,Graduates who owed money for their education to any source (government or non-government),Average debt owed to the source at time of graduation (dollars),13400
2005,Prince Edward Island,College,Graduates who owed money for their education to any source (government or non-government),Average debt owed to the source at time of graduation (dollars),16000
2010,Prince Edward Island,College,Graduates who owed money for their education to any source (government or non-government),Average debt owed to the source at time of graduation (dollars),18200
2000,Prince Edward Island,College,Graduates who owed money for their education to any source (government or non-government),Percentage of graduates with debt who had paid it off  at time of interview,13
2005,Prince Edward Island,College,Graduates who owed money for their education to any source (government or non-government),Percentage of graduates with debt who had paid it off  at time of interview,13
2010,Prince Edward Island,College,Graduates who owed money for their education to any source (government or non-government),Percentage of graduates with debt who had paid it off  at time of interview,18
2000,Prince Edward Island,College,Graduates who owed money for their education to any source (government or non-government),Average debt remaining at time of interview for those who still owed (dollars),11600
2005,Prince Edward Island,College,Graduates who owed money for their education to any source (government or non-government),Average debt remaining at time of interview for those who still owed (dollars),13800
2010,Prince Edward Island,College,Graduates who owed money for their education to any source (government or non-government),Average debt remaining at time of interview for those who still owed (dollars),13500
2000,Prince Edward Island,College,Graduates who owed money for their education to government student loan programs,Percentage of graduates who owed debt to the source,54
2005,Prince Edward Island,College,Graduates who owed money for their education to government student loan programs,Percentage of graduates who owed debt to the source,52
2010,Prince Edward Island,College,Graduates who owed money for their education to government student loan programs,Percentage of graduates who owed debt to the source,46
2000,Prince Edward Island,College,Graduates who owed money for their education to government student loan programs,"Percentage of graduates with large debt at graduation ($25,000 and over)",9
2005,Prince Edward Island,College,Graduates who owed money for their education to government student loan programs,"Percentage of graduates with large debt at graduation ($25,000 and over)",13
2010,Prince Edward Island,College,Graduates who owed money for their education to government student loan programs,"Percentage of graduates with large debt at graduation ($25,000 and over)",12
2000,Prince Edward Island,College,Graduates who owed money for their education to government student loan programs,Average debt owed to the source at time of graduation (dollars),12700
2005,Prince Edward Island,College,Graduates who owed money for their education to government student loan programs,Average debt owed to the source at time of graduation (dollars),14100
2010,Prince Edward Island,College,Graduates who owed money for their education to government student loan programs,Average debt owed to the source at time of graduation (dollars),14100
2000,Prince Edward Island,College,Graduates who owed money for their education to government student loan programs,Percentage of graduates with debt who had paid it off  at time of interview,10
2005,Prince Edward Island,College,Graduates who owed money for their education to government student loan programs,Percentage of graduates with debt who had paid it off  at time of interview,8
2010,Prince Edward Island,College,Graduates who owed money for their education to government student loan programs,Percentage of graduates with debt who had paid it off  at time of interview,15
2000,Prince Edward Island,College,Graduates who owed money for their education to government student loan programs,Average debt remaining at time of interview for those who still owed (dollars),11200
2005,Prince Edward Island,College,Graduates who owed money for their education to government student loan programs,Average debt remaining at time of interview for those who still owed (dollars),11800
2010,Prince Edward Island,College,Graduates who owed money for their education to government student loan programs,Average debt remaining at time of interview for those who still owed (dollars),10800
2000,Prince Edward Island,College,Graduates who owed money for their education to non-government sources,Percentage of graduates who owed debt to the source,30
2005,Prince Edward Island,College,Graduates who owed money for their education to non-government sources,Percentage of graduates who owed debt to the source,35
2010,Prince Edward Island,College,Graduates who owed money for their education to non-government sources,Percentage of graduates who owed debt to the source,32
2000,Prince Edward Island,College,Graduates who owed money for their education to non-government sources,"Percentage of graduates with large debt at graduation ($25,000 and over)",x
2005,Prince Edward Island,College,Graduates who owed money for their education to non-government sources,"Percentage of graduates with large debt at graduation ($25,000 and over)",10
2010,Prince Edward Island,College,Graduates who owed money for their education to non-government sources,"Percentage of graduates with large debt at graduation ($25,000 and over)",17
2000,Prince Edward Island,College,Graduates who owed money for their education to non-government sources,Average debt owed to the source at time of graduation (dollars),7600
2005,Prince Edward Island,College,Graduates who owed money for their education to non-government sources,Average debt owed to the source at time of graduation (dollars),10200
2010,Prince Edward Island,College,Graduates who owed money for their education to non-government sources,Average debt owed to the source at time of graduation (dollars),14100
2000,Prince Edward Island,College,Graduates who owed money for their education to non-government sources,Percentage of graduates with debt who had paid it off  at time of interview,35
2005,Prince Edward Island,College,Graduates who owed money for their education to non-government sources,Percentage of graduates with debt who had paid it off  at time of interview,25
2010,Prince Edward Island,College,Graduates who owed money for their education to non-government sources,Percentage of graduates with debt who had paid it off  at time of interview,37
2000,Prince Edward Island,College,Graduates who owed money for their education to non-government sources,Average debt remaining at time of interview for those who still owed (dollars),7500
2005,Prince Edward Island,College,Graduates who owed money for their education to non-government sources,Average debt remaining at time of interview for those who still owed (dollars),9800
2010,Prince Edward Island,College,Graduates who owed money for their education to non-government sources,Average debt remaining at time of interview for those who still owed (dollars),12300
2000,Prince Edward Island,Bachelor's,Graduates who owed money for their education to any source (government or non-government),Percentage of graduates who owed debt to the source,65
2005,Prince Edward Island,Bachelor's,Graduates who owed money for their education to any source (government or non-government),Percentage of graduates who owed debt to the source,74
2010,Prince Edward Island,Bachelor's,Graduates who owed money for their education to any source (government or non-government),Percentage of graduates who owed debt to the source,61
2000,Prince Edward Island,Bachelor's,Graduates who owed money for their education to any source (government or non-government),"Percentage of graduates with large debt at graduation ($25,000 and over)",32
2005,Prince Edward Island,Bachelor's,Graduates who owed money for their education to any source (government or non-government),"Percentage of graduates with large debt at graduation ($25,000 and over)",57
2010,Prince Edward Island,Bachelor's,Graduates who owed money for their education to any source (government or non-government),"Percentage of graduates with large debt at graduation ($25,000 and over)",57
2000,Prince Edward Island,Bachelor's,Graduates who owed money for their education to any source (government or non-government),Average debt owed to the source at time of graduation (dollars),21200
2005,Prince Edward Island,Bachelor's,Graduates who owed money for their education to any source (government or non-government),Average debt owed to the source at time of graduation (dollars),29500
2010,Prince Edward Island,Bachelor's,Graduates who owed money for their education to any source (government or non-government),Average debt owed to the source at time of graduation (dollars),36500
2000,Prince Edward Island,Bachelor's,Graduates who owed money for their education to any source (government or non-government),Percentage of graduates with debt who had paid it off  at time of interview,17
2005,Prince Edward Island,Bachelor's,Graduates who owed money for their education to any source (government or non-government),Percentage of graduates with debt who had paid it off  at time of interview,11
2010,Prince Edward Island,Bachelor's,Graduates who owed money for their education to any source (government or non-government),Percentage of graduates with debt who had paid it off  at time of interview,15
2000,Prince Edward Island,Bachelor's,Graduates who owed money for their education to any source (government or non-government),Average debt remaining at time of interview for those who still owed (dollars),17500
2005,Prince Edward Island,Bachelor's,Graduates who owed money for their education to any source (government or non-government),Average debt remaining at time of interview for those who still owed (dollars),26000
2010,Prince Edward Island,Bachelor's,Graduates who owed money for their education to any source (government or non-government),Average debt remaining at time of interview for those who still owed (dollars),27000
2000,Prince Edward Island,Bachelor's,Graduates who owed money for their education to government student loan programs,Percentage of graduates who owed debt to the source,54
2005,Prince Edward Island,Bachelor's,Graduates who owed money for their education to government student loan programs,Percentage of graduates who owed debt to the source,66
2010,Prince Edward Island,Bachelor's,Graduates who owed money for their education to government student loan programs,Percentage of graduates who owed debt to the source,49
2000,Prince Edward Island,Bachelor's,Graduates who owed money for their education to government student loan programs,"Percentage of graduates with large debt at graduation ($25,000 and over)",33
2005,Prince Edward Island,Bachelor's,Graduates who owed money for their education to government student loan programs,"Percentage of graduates with large debt at graduation ($25,000 and over)",52
2010,Prince Edward Island,Bachelor's,Graduates who owed money for their education to government student loan programs,"Percentage of graduates with large debt at graduation ($25,000 and over)",52
2000,Prince Edward Island,Bachelor's,Graduates who owed money for their education to government student loan programs,Average debt owed to the source at time of graduation (dollars),19800
2005,Prince Edward Island,Bachelor's,Graduates who owed money for their education to government student loan programs,Average debt owed to the source at time of graduation (dollars),25800
2010,Prince Edward Island,Bachelor's,Graduates who owed money for their education to government student loan programs,Average debt owed to the source at time of graduation (dollars),27000
2000,Prince Edward Island,Bachelor's,Graduates who owed money for their education to government student loan programs,Percentage of graduates with debt who had paid it off  at time of interview,17
2005,Prince Edward Island,Bachelor's,Graduates who owed money for their education to government student loan programs,Percentage of graduates with debt who had paid it off  at time of interview,9
2010,Prince Edward Island,Bachelor's,Graduates who owed money for their education to government student loan programs,Percentage of graduates with debt who had paid it off  at time of interview,16
2000,Prince Edward Island,Bachelor's,Graduates who owed money for their education to government student loan programs,Average debt remaining at time of interview for those who still owed (dollars),16600
2005,Prince Edward Island,Bachelor's,Graduates who owed money for their education to government student loan programs,Average debt remaining at time of interview for those who still owed (dollars),21600
2010,Prince Edward Island,Bachelor's,Graduates who owed money for their education to government student loan programs,Average debt remaining at time of interview for those who still owed (dollars),20000
2000,Prince Edward Island,Bachelor's,Graduates who owed money for their education to non-government sources,Percentage of graduates who owed debt to the source,27
2005,Prince Edward Island,Bachelor's,Graduates who owed money for their education to non-government sources,Percentage of graduates who owed debt to the source,28
2010,Prince Edward Island,Bachelor's,Graduates who owed money for their education to non-government sources,Percentage of graduates who owed debt to the source,33
2000,Prince Edward Island,Bachelor's,Graduates who owed money for their education to non-government sources,"Percentage of graduates with large debt at graduation ($25,000 and over)",x
2005,Prince Edward Island,Bachelor's,Graduates who owed money for their education to non-government sources,"Percentage of graduates with large debt at graduation ($25,000 and over)",22
2010,Prince Edward Island,Bachelor's,Graduates who owed money for their education to non-government sources,"Percentage of graduates with large debt at graduation ($25,000 and over)",43
2000,Prince Edward Island,Bachelor's,Graduates who owed money for their education to non-government sources,Average debt owed to the source at time of graduation (dollars),11500
2005,Prince Edward Island,Bachelor's,Graduates who owed money for their education to non-government sources,Average debt owed to the source at time of graduation (dollars),16800
2010,Prince Edward Island,Bachelor's,Graduates who owed money for their education to non-government sources,Average debt owed to the source at time of graduation (dollars),27000
2000,Prince Edward Island,Bachelor's,Graduates who owed money for their education to non-government sources,Percentage of graduates with debt who had paid it off  at time of interview,25
2005,Prince Edward Island,Bachelor's,Graduates who owed money for their education to non-government sources,Percentage of graduates with debt who had paid it off  at time of interview,22
2010,Prince Edward Island,Bachelor's,Graduates who owed money for their education to non-government sources,Percentage of graduates with debt who had paid it off  at time of interview,29
2000,Prince Edward Island,Bachelor's,Graduates who owed money for their education to non-government sources,Average debt remaining at time of interview for those who still owed (dollars),9700
2005,Prince Edward Island,Bachelor's,Graduates who owed money for their education to non-government sources,Average debt remaining at time of interview for those who still owed (dollars),17600
2010,Prince Edward Island,Bachelor's,Graduates who owed money for their education to non-government sources,Average debt remaining at time of interview for those who still owed (dollars),24100
2000,Prince Edward Island,Master's,Graduates who owed money for their education to any source (government or non-government),Percentage of graduates who owed debt to the source,x
2005,Prince Edward Island,Master's,Graduates who owed money for their education to any source (government or non-government),Percentage of graduates who owed debt to the source,44
2010,Prince Edward Island,Master's,Graduates who owed money for their education to any source (government or non-government),Percentage of graduates who owed debt to the source,F
2000,Prince Edward Island,Master's,Graduates who owed money for their education to any source (government or non-government),"Percentage of graduates with large debt at graduation ($25,000 and over)",x
2005,Prince Edward Island,Master's,Graduates who owed money for their education to any source (government or non-government),"Percentage of graduates with large debt at graduation ($25,000 and over)",..
2010,Prince Edward Island,Master's,Graduates who owed money for their education to any source (government or non-government),"Percentage of graduates with large debt at graduation ($25,000 and over)",x
2000,Prince Edward Island,Master's,Graduates who owed money for their education to any source (government or non-government),Average debt owed to the source at time of graduation (dollars),x
2005,Prince Edward Island,Master's,Graduates who owed money for their education to any source (government or non-government),Average debt owed to the source at time of graduation (dollars),14400
2010,Prince Edward Island,Master's,Graduates who owed money for their education to any source (government or non-government),Average debt owed to the source at time of graduation (dollars),F
2000,Prince Edward Island,Master's,Graduates who owed money for their education to any source (government or non-government),Percentage of graduates with debt who had paid it off  at time of interview,x
2005,Prince Edward Island,Master's,Graduates who owed money for their education to any source (government or non-government),Percentage of graduates with debt who had paid it off  at time of interview,x
2010,Prince Edward Island,Master's,Graduates who owed money for their education to any source (government or non-government),Percentage of graduates with debt who had paid it off  at time of interview,x
2000,Prince Edward Island,Master's,Graduates who owed money for their education to any source (government or non-government),Average debt remaining at time of interview for those who still owed (dollars),x
2005,Prince Edward Island,Master's,Graduates who owed money for their education to any source (government or non-government),Average debt remaining at time of interview for those who still owed (dollars),10600
2010,Prince Edward Island,Master's,Graduates who owed money for their education to any source (government or non-government),Average debt remaining at time of interview for those who still owed (dollars),x
2000,Prince Edward Island,Master's,Graduates who owed money for their education to government student loan programs,Percentage of graduates who owed debt to the source,x
2005,Prince Edward Island,Master's,Graduates who owed money for their education to government student loan programs,Percentage of graduates who owed debt to the source,x
2010,Prince Edward Island,Master's,Graduates who owed money for their education to government student loan programs,Percentage of graduates who owed debt to the source,x
2000,Prince Edward Island,Master's,Graduates who owed money for their education to government student loan programs,"Percentage of graduates with large debt at graduation ($25,000 and over)",x
2005,Prince Edward Island,Master's,Graduates who owed money for their education to government student loan programs,"Percentage of graduates with large debt at graduation ($25,000 and over)",..
2010,Prince Edward Island,Master's,Graduates who owed money for their education to government student loan programs,"Percentage of graduates with large debt at graduation ($25,000 and over)",x
2000,Prince Edward Island,Master's,Graduates who owed money for their education to government student loan programs,Average debt owed to the source at time of graduation (dollars),x
2005,Prince Edward Island,Master's,Graduates who owed money for their education to government student loan programs,Average debt owed to the source at time of graduation (dollars),x
2010,Prince Edward Island,Master's,Graduates who owed money for their education to government student loan programs,Average debt owed to the source at time of graduation (dollars),x
2000,Prince Edward Island,Master's,Graduates who owed money for their education to government student loan programs,Percentage of graduates with debt who had paid it off  at time of interview,x
2005,Prince Edward Island,Master's,Graduates who owed money for their education to government student loan programs,Percentage of graduates with debt who had paid it off  at time of interview,x
2010,Prince Edward Island,Master's,Graduates who owed money for their education to government student loan programs,Percentage of graduates with debt who had paid it off  at time of interview,x
2000,Prince Edward Island,Master's,Graduates who owed money for their education to government student loan programs,Average debt remaining at time of interview for those who still owed (dollars),x
2005,Prince Edward Island,Master's,Graduates who owed money for their education to government student loan programs,Average debt remaining at time of interview for those who still owed (dollars),x
2010,Prince Edward Island,Master's,Graduates who owed money for their education to government student loan programs,Average debt remaining at time of interview for those who still owed (dollars),x
2000,Prince Edward Island,Master's,Graduates who owed money for their education to non-government sources,Percentage of graduates who owed debt to the source,x
2005,Prince Edward Island,Master's,Graduates who owed money for their education to non-government sources,Percentage of graduates who owed debt to the source,33
2010,Prince Edward Island,Master's,Graduates who owed money for their education to non-government sources,Percentage of graduates who owed debt to the source,x
2000,Prince Edward Island,Master's,Graduates who owed money for their education to non-government sources,"Percentage of graduates with large debt at graduation ($25,000 and over)",x
2005,Prince Edward Island,Master's,Graduates who owed money for their education to non-government sources,"Percentage of graduates with large debt at graduation ($25,000 and over)",..
2010,Prince Edward Island,Master's,Graduates who owed money for their education to non-government sources,"Percentage of graduates with large debt at graduation ($25,000 and over)",x
2000,Prince Edward Island,Master's,Graduates who owed money for their education to non-government sources,Average debt owed to the source at time of graduation (dollars),x
2005,Prince Edward Island,Master's,Graduates who owed money for their education to non-government sources,Average debt owed to the source at time of graduation (dollars),10700
2010,Prince Edward Island,Master's,Graduates who owed money for their education to non-government sources,Average debt owed to the source at time of graduation (dollars),x
2000,Prince Edward Island,Master's,Graduates who owed money for their education to non-government sources,Percentage of graduates with debt who had paid it off  at time of interview,..
2005,Prince Edward Island,Master's,Graduates who owed money for their education to non-government sources,Percentage of graduates with debt who had paid it off  at time of interview,x
2010,Prince Edward Island,Master's,Graduates who owed money for their education to non-government sources,Percentage of graduates with debt who had paid it off  at time of interview,x
2000,Prince Edward Island,Master's,Graduates who owed money for their education to non-government sources,Average debt remaining at time of interview for those who still owed (dollars),x
2005,Prince Edward Island,Master's,Graduates who owed money for their education to non-government sources,Average debt remaining at time of interview for those who still owed (dollars),x
2010,Prince Edward Island,Master's,Graduates who owed money for their education to non-government sources,Average debt remaining at time of interview for those who still owed (dollars),x
2000,Prince Edward Island,Doctorate,Graduates who owed money for their education to any source (government or non-government),Percentage of graduates who owed debt to the source,89
2005,Prince Edward Island,Doctorate,Graduates who owed money for their education to any source (government or non-government),Percentage of graduates who owed debt to the source,x
2010,Prince Edward Island,Doctorate,Graduates who owed money for their education to any source (government or non-government),Percentage of graduates who owed debt to the source,x
2000,Prince Edward Island,Doctorate,Graduates who owed money for their education to any source (government or non-government),"Percentage of graduates with large debt at graduation ($25,000 and over)",x
2005,Prince Edward Island,Doctorate,Graduates who owed money for their education to any source (government or non-government),"Percentage of graduates with large debt at graduation ($25,000 and over)",..
2010,Prince Edward Island,Doctorate,Graduates who owed money for their education to any source (government or non-government),"Percentage of graduates with large debt at graduation ($25,000 and over)",x
2000,Prince Edward Island,Doctorate,Graduates who owed money for their education to any source (government or non-government),Average debt owed to the source at time of graduation (dollars),41100
2005,Prince Edward Island,Doctorate,Graduates who owed money for their education to any source (government or non-government),Average debt owed to the source at time of graduation (dollars),x
2010,Prince Edward Island,Doctorate,Graduates who owed money for their education to any source (government or non-government),Average debt owed to the source at time of graduation (dollars),x
2000,Prince Edward Island,Doctorate,Graduates who owed money for their education to any source (government or non-government),Percentage of graduates with debt who had paid it off  at time of interview,x
2005,Prince Edward Island,Doctorate,Graduates who owed money for their education to any source (government or non-government),Percentage of graduates with debt who had paid it off  at time of interview,x
2010,Prince Edward Island,Doctorate,Graduates who owed money for their education to any source (government or non-government),Percentage of graduates with debt who had paid it off  at time of interview,x
2000,Prince Edward Island,Doctorate,Graduates who owed money for their education to any source (government or non-government),Average debt remaining at time of interview for those who still owed (dollars),x
2005,Prince Edward Island,Doctorate,Graduates who owed money for their education to any source (government or non-government),Average debt remaining at time of interview for those who still owed (dollars),..
2010,Prince Edward Island,Doctorate,Graduates who owed money for their education to any source (government or non-government),Average debt remaining at time of interview for those who still owed (dollars),x
2000,Prince Edward Island,Doctorate,Graduates who owed money for their education to government student loan programs,Percentage of graduates who owed debt to the source,x
2005,Prince Edward Island,Doctorate,Graduates who owed money for their education to government student loan programs,Percentage of graduates who owed debt to the source,x
2010,Prince Edward Island,Doctorate,Graduates who owed money for their education to government student loan programs,Percentage of graduates who owed debt to the source,x
2000,Prince Edward Island,Doctorate,Graduates who owed money for their education to government student loan programs,"Percentage of graduates with large debt at graduation ($25,000 and over)",x
2005,Prince Edward Island,Doctorate,Graduates who owed money for their education to government student loan programs,"Percentage of graduates with large debt at graduation ($25,000 and over)",..
2010,Prince Edward Island,Doctorate,Graduates who owed money for their education to government student loan programs,"Percentage of graduates with large debt at graduation ($25,000 and over)",x
